Iterations,Function Calls,Execution Time (s),Total Execution Time (s),Execution Memory (KB),Total Execution Memory (KB),CPU Usage (%),Memory Usage (MB),Memory Usage (%),Available Virtual Memory (MB),Swap Usage (MB),Swap Usage (%),Energy Usage (%),Download Speed (Mbps),Upload Speed (Mbps),Ping (ms),Disk Write Time (s),Disk Read Time (s),Server Response Time (s),label
12424445.5,4881.65371,99.30512625,127.7161472,149.6678499,150.9221754,47.48794459,6866.264748,84.9162758,1241.107876,9225.999671,57.75617589,44.46198546,25.24240789,5.957153263,55.20420489,0.249810097,0.051678482,0.485931233,0
12417793.97,4930.003181,94.45363182,123.0328424,150.7023299,151.2485155,26.341043,6831.368031,84.2495271,1238.673044,8909.301851,57.0799741,32.80634186,19.76343861,4.355362343,47.76545357,0.223251983,0.044040402,0.481310527,0
12500309,4802.681003,101.7054969,129.4917508,151.0832881,151.9115445,61.85207621,6857.73396,84.7900853,1280.094608,9306.420909,58.88011532,50.86751448,43.60790901,2.593816402,40.88535545,0.229651845,0.073579151,0.422441129,0
12540410.28,4973.924341,105.2520325,152.3510407,149.7136624,152.9606463,28.5816314,7098.62001,87.73876159,1051.678783,9665.337166,60.7532789,28.9779537,44.49969667,1.04188651,69.16040696,0.201129776,0.04874068,0.706005127,0
12499056.6,4950.324097,88.84025276,129.0292085,151.3816353,151.7212038,30.64599407,6820.804894,84.19212882,1338.022281,9586.599084,60.39039592,35.18478583,45.45833632,4.273445029,67.68669998,0.20341881,0.041626944,0.754826268,0
12312900.47,4663.833002,86.4270865,126.5085472,150.904247,150.01791,24.42799239,7194.28928,88.72606823,876.9192036,8994.121833,56.38147804,26.94322197,42.68804654,7.321234576,57.09155921,0.18524739,0.039915675,0.662004485,0
12533969.7,4910.856336,168.6178609,209.7302792,151.4713139,152.7599776,69.79825522,7155.330778,88.37496404,888.6259803,9916.319866,61.81059278,70.53256888,38.83050051,7.5395461,66.61610629,0.290625097,0.062281008,0.718281348,0
12521484.25,4832.564813,123.3853305,165.3223316,150.8042813,150.3134008,39.44366865,6896.35035,84.70620231,1238.167285,9798.051307,61.03022389,61.82175251,47.72422714,5.671548206,65.487157,0.341009802,0.043249785,0.701145165,0
12490640.07,4948.799121,77.89769343,116.9181567,151.5136214,150.7232676,20.1358664,6862.883503,83.73225194,1280.876326,9707.305385,61.72676628,20.08771598,27.21527137,6.267813633,62.98647217,0.177145852,0.041768758,0.71634126,0
12553671.69,4928.999975,78.23770138,120.032179,151.7287113,150.6707682,18.12755129,6443.722838,80.18229643,1633.315264,9974.65699,62.9887741,25.34231718,35.88645467,5.83931952,61.01743823,0.218363589,0.046471906,0.662430253,0
12439118.94,4858.683641,80.89274774,119.1764339,151.7115115,150.8589175,26.00531072,6480.488118,81.44541006,1553.06962,9893.316261,62.13428327,22.89044786,45.57764238,5.124146646,59.66158906,0.172632131,0.042469312,0.730610468,0
12604598.64,4922.593893,117.1587761,146.6013527,151.9846964,153.0384347,60.53486013,7427.878772,93.07771571,599.5125394,9529.912678,59.77815621,61.60513046,12.76314262,3.201953168,62.90946779,0.242858179,0.048593528,0.730748145,0
12518818.76,4872.131978,83.93944785,114.3407318,151.3530897,151.519288,58.83887571,6750.515385,83.29964047,1351.939587,9129.748871,56.64501663,51.84200536,17.59765325,4.055806801,45.99782086,0.203967957,0.040886954,0.653516958,0
12382158.73,4950.173463,82.19325149,119.2833836,149.8277702,150.818047,23.06094528,6334.493664,77.72411159,1752.59105,9512.2309,59.7247348,8.822719111,22.51865369,5.61324418,43.02445171,0.186143108,0.037257217,0.759862303,0
12453389.67,4764.838543,92.56782672,123.4467169,152.0938906,151.1649485,12.05534256,6633.224759,81.53493957,1477.015073,9657.042902,60.15860898,12.40842923,22.33593543,5.612535131,41.48699197,0.203437667,0.038005334,0.696212927,0
12441945.03,4869.208915,102.2947409,130.7173495,151.9296809,151.4978782,66.35301965,6548.545186,80.46242174,1604.836983,9610.836065,60.9837722,66.10954413,27.29719651,11.54963974,39.12116587,0.226888218,0.039533736,0.800267962,0
12455060.72,4822.651495,75.02676824,104.5081096,151.2665574,151.3918587,14.21827224,6827.54498,85.00802431,1224.358166,9562.893795,59.89390061,8.608528011,3.099625225,3.486720534,55.30837733,0.181379284,0.037891184,0.75284633,0
12555009.22,4901.037795,151.7196673,184.9528424,151.0112432,152.9094734,70.59243931,7176.635782,89.75042743,887.1348661,1829.863275,11.67303732,79.55376231,15.30455992,4.589216048,55.91639692,0.293924501,0.048081274,0.823001415,0
12439542.23,4972.278198,116.1207936,153.861835,151.5040455,150.1552939,43.44808228,6583.012476,81.33112049,1530.995859,2626.164362,16.7443149,39.68646792,18.50833535,2.233173749,51.65156396,0.220939629,0.038165887,0.80173391,0
12485749.08,4839.919163,99.86238892,143.0917494,151.246119,152.8236602,51.70828348,6019.584822,74.87012034,2046.556412,3135.813973,19.75456542,51.01016153,13.94124012,2.335167404,48.94590151,0.266755895,0.038344192,0.784144104,0
12476849.64,4889.68759,142.7312807,180.8973666,150.9092885,151.6365841,65.80740368,6520.681717,80.78024117,1610.154454,3310.89895,21.00429144,61.99332081,4.326466146,2.651401595,59.80929855,0.266329612,0.04515003,0.868972133,0
12484261.14,4727.149608,142.2888984,180.6724287,150.0257892,150.947317,100.7709189,6670.141025,82.40694971,1358.853133,3201.899509,20.48328966,94.3868802,4.982193274,2.799904574,61.19844018,0.244897517,0.059988594,0.796341661,0
12619704.16,5015.447205,94.96303783,122.1995566,151.6330622,150.6366189,48.15971601,6329.99191,78.66206331,1721.894063,3189.224907,19.82201554,66.88814848,15.08688588,1.312018619,50.86725354,0.236779434,0.040906151,0.697726643,0
12454370.5,4904.317722,125.3557108,184.8307283,150.2592866,150.6916606,100.3513348,6902.734426,84.81448908,1221.02053,3260.261072,20.56888046,99.79170594,5.371094072,2.73095745,62.52201057,0.272012904,0.043949821,0.677877389,0
12443286.25,4911.396069,104.5153012,134.1048946,149.6210844,151.1696867,54.26699261,6593.425423,80.11250001,1548.975759,3683.546389,23.17309834,62.97705983,6.860507562,4.415807971,45.39068869,0.2119558,0.037778,0.611435166,0
12411723.7,4838.985494,89.98399082,121.0513951,149.3432954,150.6097692,50.94287003,6820.082794,84.86967138,1224.107645,4173.77041,26.21507782,57.26519471,11.82508155,6.302125776,51.89882863,0.243695284,0.044926453,0.692471297,0
12469213.01,4926.779979,108.0240284,137.5520322,824.4661131,1025.92347,99.88816628,5530.182578,68.0527974,2579.780049,1860.459491,11.61970067,100.6178159,10.29681875,1.862390551,51.16995118,0.250309468,0.050598752,0.625747385,0
12512344.03,4830.440094,99.79517355,128.1031248,151.0639425,153.080398,70.61048877,7322.387851,90.0706864,737.2252003,4005.965099,25.05934002,50.99542978,13.41550291,1.909555866,53.31757089,0.201565187,0.036588242,0.444090283,0
12484697.8,4942.245176,85.45406271,114.8969383,151.6533929,150.4438186,67.69873235,7329.808797,90.45298978,724.3720879,4197.160206,26.42689372,48.71801547,11.29781288,1.975107651,40.30520608,0.160886518,0.034993298,0.44289476,0
12521888.81,4940.659158,71.98818185,100.4292127,151.9234879,152.0925369,5.449177699,6925.153312,85.7614164,1158.959178,4499.508693,27.88131381,6.201133906,12.42306148,2.040240006,42.06378196,0.184945099,0.034645454,0.409658524,0
12578590.74,4918.842636,71.84134317,103.2311487,151.9614808,151.0588933,12.18801877,6474.892976,80.5421558,1547.228753,4875.965735,31.10905577,12.07524884,14.05271828,2.309980574,47.7349373,0.212695798,0.044217401,0.440800272,0
12419818.84,4835.613723,88.3791888,114.5968136,151.7142253,152.7244768,17.47686396,6480.704506,80.57255155,1588.350464,5424.734798,34.25627044,2.286782928,12.95411038,9.135780493,42.30618913,0.19283407,0.039145635,0.401625818,0
12525869.91,4872.381947,83.81054043,110.0595438,150.8015323,151.3623776,15.72568403,6852.247923,83.83730689,1260.444017,5288.878872,33.14111422,18.1674279,16.78116519,4.00876091,39.78014881,0.209955433,0.039984062,0.414165168,0
12482869.38,4915.262534,76.6864437,105.6331956,151.0773837,150.5409843,3.92642554,6559.748488,82.12621596,1496.531149,5455.451576,34.69687818,3.499499775,16.23444124,12.39239559,42.31858887,0.17573066,0.03697362,0.428568253,0
12599565.92,4918.249564,74.86216488,110.7910465,150.1223782,151.1820029,7.841182611,6419.3758,79.90382795,1601.513615,5693.954786,35.70397257,7.25803092,7.71231348,1.891713201,70.93513239,0.1584461,0.035867246,0.555439826,0
12596967.22,4931.099263,74.77402972,127.8854414,150.0412118,152.3832284,3.86616782,6945.834462,86.15674463,1125.433164,5034.888317,31.64286008,6.216086623,7.526385956,0.876411894,54.59278866,0.238637978,0.034750944,0.649833152,0
12374455.15,4992.167284,84.77974991,119.3240307,151.631839,151.4143098,9.769917421,6940.679726,86.08285846,1140.266696,5251.939531,32.58957838,12.68009547,10.11487043,2.085312675,61.2512267,0.261614037,0.045972687,1.123950387,0
12615022.26,4906.610535,83.22340161,115.3042087,149.5939251,152.3394222,16.65382739,5820.349012,72.42907825,2219.502158,5866.652784,36.95690727,11.99579401,9.481436015,4.865742921,45.97377202,0.248376918,0.053350554,1.072263951,0
12563526,4854.741992,97.30340058,129.9393806,150.4421798,151.8783497,26.89019534,5752.716249,71.78791834,2263.429591,6059.273318,37.94761022,27.88951821,12.9583878,4.896751228,50.01438813,0.206446164,0.036252892,0.922039265,0
12418029.84,4847.269722,80.20570705,113.6202958,151.7406199,151.2555391,15.49068266,5809.13553,72.24217316,2290.38942,6138.824097,38.69041378,10.51667169,17.235411,6.044671161,43.48548971,0.229095979,0.035784515,1.039926732,0
12538113.41,4801.963133,85.13907406,115.7760818,152.3018716,150.7245585,13.17416369,5822.489143,72.48465901,2242.370009,6052.14653,38.49878935,14.06799174,12.28201834,3.596191063,37.71030437,0.246040052,0.043155841,1.023128625,0
12609102.29,4830.808373,99.39380885,131.9710991,150.2725792,150.8143564,17.93959588,6015.043903,75.86138173,1992.971773,5964.084078,38.27489441,20.31186202,15.87452613,1.971710734,51.72548247,0.24421309,0.034806108,1.124120776,0
12522066.58,4957.136569,73.30256823,109.5863688,151.3276512,150.8404563,12.51761585,6725.897559,84.17554705,1309.701522,5658.617842,35.81080024,12.92007193,13.94425678,2.146592202,54.9782173,0.18809997,0.039759453,0.994283878,0
12471409.37,5015.322662,72.80321542,124.1333233,150.2817721,152.1283678,12.96075645,6365.262573,79.17211794,1711.027626,6030.310337,37.72428234,7.836104919,14.01286881,1.751240376,48.84402378,0.1615546,0.044984896,2.316302733,0
12380492.86,4904.315144,74.87395844,105.1483735,151.1695807,151.1942992,14.62797788,6037.961498,74.59557815,2066.908546,6373.641854,40.16602683,35.25303859,11.24534178,1.527700233,52.11005103,0.163300236,0.037828344,0.932289042,0
12475804.55,4907.375223,71.88679728,181.0803965,150.7097119,151.9968435,22.4544788,6814.965295,84.08112966,1271.413106,5651.2054,36.01535763,53.73872588,0.044242077,1.221396684,729.0848601,0.165614264,0.036898677,0.896202247,0
12618093.12,4928.924432,76.2525757,159.9826748,150.8231489,150.8865761,11.63785209,6544.707917,81.89797991,1498.925339,5989.025095,37.63200228,14.91707208,12.59332601,2.64085337,42.83394975,0.209533838,0.041199822,0.953564479,0
12360021.39,4771.76183,86.5322801,143.7589109,150.8573898,152.2080142,19.95747448,6215.608358,76.16005875,1913.009459,6483.749547,41.40332023,14.69646098,11.76563217,4.516440132,53.55124652,0.19255259,0.036560787,1.413285052,0
12417507.28,4897.97338,84.99548409,112.9865383,151.1254893,152.7162697,17.98584442,6317.077602,77.34848223,1785.114913,6723.392976,42.06755466,39.23741464,11.13547573,2.974566227,48.90663362,0.23023509,0.035919765,0.856106484,0
12372390.4,4986.158093,89.86147237,118.3062264,149.6262239,151.8767041,29.24380081,6402.094404,79.07941898,1723.316837,6780.075165,42.64687741,44.77377849,8.90242048,3.096187354,44.13075947,0.242467929,0.035613631,0.889755244,0
12526832.06,4868.511616,75.19561157,111.5702178,150.6549919,151.4392473,10.7241651,6608.504106,82.43687998,1451.76267,7010.03715,44.32125626,12.16012591,26.55670766,2.792483338,61.37316031,0.156822145,0.036185306,1.037028338,0
12527257.06,4882.717894,93.63512591,129.3034972,150.1587371,150.9495859,19.66665045,6721.120095,83.32769359,1310.862703,6881.797468,43.27145411,19.85935704,5.567583895,4.58172119,54.75023267,0.186803933,0.041508881,1.027429203,0
12505595.13,4832.342879,94.22544693,126.5319818,151.6663119,152.437748,19.07763882,6428.902694,78.98247975,1654.894425,7273.262633,46.31671907,18.5887744,39.441598,3.106529483,42.08958604,0.204269008,0.034921504,1.066912491,0
12481142.68,4908.790958,88.24695867,122.5599191,151.5990075,152.7943275,22.22270005,6449.425348,80.25378366,1583.329551,7489.541387,46.82604971,20.12365106,17.94706569,2.856975238,44.45102481,0.185683468,0.047755841,0.679823955,0
12405065.84,4930.40868,93.80836101,135.9237672,152.861091,152.1680558,19.44409591,6694.246949,82.86614755,1390.134519,7185.5717,45.91375037,20.90089601,32.06042668,2.507043736,62.968643,0.228966402,0.036258565,1.016691508,0
12438602.95,4877.841813,72.88272788,107.7072118,150.1393884,150.8717909,43.25699865,6846.777403,84.97479964,1261.325591,7349.759115,46.2357186,16.08327607,18.09413862,4.790607937,49.6191959,0.167137056,0.035881588,0.861381591,0
12577169.42,4706.197386,78.49629061,110.4760798,152.7715644,150.8092972,14.55759198,6492.867973,81.35789128,1550.240807,7662.225299,48.29072686,13.1357069,6.803807414,5.982380221,46.83150556,0.171890971,0.034723909,0.910175096,0
12527363.35,4867.205525,77.72914228,108.3961146,150.8777795,151.0804879,13.89193091,6807.264996,83.94073638,1252.75922,7493.073367,47.32891987,11.61704106,9.20314448,5.337634614,44.58046629,0.180894997,0.037586719,0.9130786,0
12451258.84,4876.022315,74.33390467,109.8933221,151.8895658,152.2700866,15.65013122,6837.63025,83.69752201,1250.054824,6596.776695,41.80030177,17.51558177,19.46486872,2.471523693,45.55221971,0.176868519,0.038051731,0.679072663,0
12375157.7,4916.366284,75.50748526,103.8077987,152.3594981,151.0482926,12.20060738,6631.230844,81.47261122,1480.683609,6901.376709,43.55707317,19.03315854,11.58823515,3.78829007,57.07396402,0.170393423,0.045461131,0.742377057,0
12434470.39,4978.652708,89.9309364,124.5811706,151.1212504,152.0795318,21.12769029,6791.256844,82.81910819,1315.651368,7290.108878,46.08320527,19.86263291,21.42769022,1.089759928,89.27933915,0.239587104,0.044650727,2.430763121,0
12502161,4947.776434,90.5196949,121.183119,152.5203372,151.3537285,22.98516437,6748.751938,84.94079398,1277.15957,7044.127099,44.72936746,20.1685885,2.685327397,1.950692591,55.49931562,0.210643463,0.036239203,0.952083056,0
12386965.66,4649.893275,78.71428408,109.446975,152.729137,150.7318125,41.07149087,6779.577696,82.81209868,1349.626995,7179.5566,45.44508558,27.25661931,23.18718746,3.500776475,66.63858076,0.173930337,0.036126387,0.78201623,0
12512722.5,4978.816526,76.230298,105.7654085,151.030963,152.2689668,26.02039133,6820.23905,83.89286123,1278.999301,7241.747062,45.14316078,45.08215754,34.41109113,4.803734789,40.28981637,0.176359801,0.038776683,0.83830565,0
12491592.08,4831.707939,78.61204542,121.6171021,152.5290157,153.4043018,28.39236768,6851.914876,85.22719248,1223.294621,7255.620988,45.53886842,27.85908366,11.12508653,1.902308012,56.08178984,0.184119224,0.039811155,0.842286318,0
12544725.09,4997.582971,115.8419642,147.1014097,152.5673771,151.7124429,39.47561846,7088.858598,87.7337198,949.4934532,7024.56702,43.91970589,42.86174639,18.14237692,2.816306413,46.50895855,0.220321716,0.037266626,0.868570243,0
12608870.77,4911.496398,79.06196804,111.8577285,151.7552238,150.1166188,19.811819,6865.072878,85.08644002,1222.40184,7387.788392,47.17598647,24.01526927,9.315889265,2.736640324,57.37355259,0.223631551,0.034965366,0.809570929,0
12523095.91,4857.814528,84.0753679,110.9610086,151.1799195,151.7369198,29.05544944,6962.724865,86.13966874,1123.149018,8359.349475,52.28798132,28.24808298,20.67465797,1.634088382,48.67933234,0.193657485,0.041534321,0.465384738,0
12507194.73,4799.386475,79.02116967,105.5248635,152.7947568,153.4097429,26.44318684,7261.420478,88.54602023,865.6464617,8131.388237,51.18264632,29.25671404,31.49630359,2.566194244,46.27520332,0.157979556,0.039958465,0.405107754,0
12414278.35,4912.155723,80.29937176,109.0217616,150.5420594,153.1908543,28.05530307,7209.305353,89.57775991,833.0140065,7995.539552,50.58548869,28.86048031,43.32350048,3.102955633,52.74531365,0.176806007,0.036944353,0.453120531,0
12544729.67,4879.466547,80.81866306,113.5876466,150.5781696,151.9977157,28.70748683,7221.7714,89.35268896,896.1627864,8147.764668,51.14165886,27.45940602,12.38010031,0.489466034,91.81492788,0.26276937,0.04384877,0.443938744,0
12427314.26,4892.854394,77.38430662,106.7874476,150.9130887,151.9355711,32.23388124,6728.926777,82.61337979,1365.838338,8812.607963,54.54256482,26.98018066,43.11013798,4.467124437,61.20001088,0.165413259,0.037996066,0.519766962,0
12504196.78,4850.14062,79.72968882,112.7023865,150.4146013,153.0035262,30.64249389,6867.042404,85.11732214,1182.860852,8760.477389,55.22249489,26.66967687,12.10218101,2.691276652,50.53224123,0.173742297,0.037878462,1.237719218,0
12477442.09,4901.083976,85.91626719,117.7438328,152.2706703,153.1177855,28.32847644,7149.46175,89.80495728,886.8254616,8518.452242,53.72401553,26.95110997,19.52158907,4.671472881,57.55207107,0.173145733,0.035714549,2.135293803,0
12602114.7,4861.659868,77.00267746,114.7825348,151.6975468,153.5354256,27.76551832,6812.468704,84.62656046,1278.479223,11176.23245,70.15607822,27.70294927,9.696049831,0.665001435,51.11040047,0.198768226,0.036872698,0.720054376,0
12589298.74,4906.119681,111.9893179,149.7682801,150.8869198,151.0517373,22.3344442,7371.070431,92.29792768,663.9975505,10580.60393,67.36777896,18.1374418,7.930537241,0.671693813,60.48955587,0.208592037,0.043879961,0.733175382,0
12453327.74,4838.657562,85.65479969,115.3176681,151.8706885,153.4891419,25.76626678,6954.258618,86.81618431,1122.384636,10887.06487,69.07687168,27.46417039,7.320212498,3.007089657,53.0299337,0.166641388,0.03484996,0.827027554,0
12589850.46,4801.227156,80.30857732,117.6644581,151.3705391,150.9658656,27.72097849,7440.184276,91.6787278,602.4518096,10474.05791,65.99054574,29.70425534,5.732965172,1.27249179,44.83840042,0.193744734,0.03794385,0.686017313,0
12412921.92,4858.176708,76.02406086,112.4030598,150.1396362,152.6176545,20.05527349,6696.516001,83.12198772,1336.330928,11267.5273,71.65860128,13.90681306,7.103517988,1.637153512,95.88723209,0.195460401,0.036897145,0.690932847,0
12410936.57,4970.948719,82.10567992,113.0875821,152.9177792,152.2531301,27.41013563,7146.237422,87.91367311,960.7811487,10986.61097,69.35469324,26.24526395,18.63373337,1.005445741,50.39976789,0.224483171,0.037217948,1.288318364,0
12411213.3,4902.009506,80.9958443,116.9698853,151.108917,150.7578435,16.94970698,6775.907132,84.70130475,1278.699987,11511.45989,71.75733097,15.10022711,10.45862902,3.857945626,61.09528808,0.176032216,0.037772731,0.693906317,0
12557926.67,4901.781526,113.8432977,148.9736277,152.126006,151.6216409,27.05060212,7096.590641,88.2444133,1017.490261,6780.480522,42.40525086,30.18599816,20.1092129,5.064187923,56.40709248,0.28338822,0.03475666,0.86765498,0
12578471.14,4833.648364,98.25025901,158.4517775,149.6249163,150.9962929,37.66975191,6629.152563,81.63677027,1465.768439,7169.666875,45.50611795,39.86042094,16.3618026,4.29639256,42.04494337,0.276123776,0.039237614,6.708167273,0
12429490.49,4908.161353,98.57486861,129.575002,150.7200783,151.4050047,42.9901091,5896.969683,72.42024608,2229.778649,7844.871082,49.76425637,40.8504638,18.28258419,8.195866983,42.06403717,0.226562133,0.037025346,0.890439122,0
12595269.15,4840.250391,181.5057117,217.7138295,152.0184558,151.1043741,59.40439762,6913.272694,84.7269556,1237.361277,7078.823287,44.98964531,51.44752414,10.03641746,5.099367497,41.49045882,0.383987891,0.074465983,1.222531901,0
12529543.34,4853.210012,132.1024858,159.2385654,151.1901671,151.409845,50.0107835,6551.031786,81.32568577,1544.203879,7515.465436,47.20913895,61.24263915,11.74720318,6.100337391,53.15687833,0.294761051,0.047285013,0.843652498,0
12509468.02,4860.509081,144.3942986,174.8157205,151.8772506,152.0784065,51.9183626,6520.167275,80.74611846,1532.97929,7542.170179,47.88435515,57.72375115,16.73023845,10.59778066,42.1470192,0.381976138,0.072545957,0.776330958,0
12561069.91,5010.461986,101.5874306,129.5779734,150.9794941,150.985862,57.84524099,6902.930053,85.1844257,1196.493238,7408.659984,46.95909146,69.72361789,11.85466036,4.799638389,75.54646398,0.400060454,0.06124742,0.689164674,0
12439047.95,4887.682235,82.40034197,110.8013915,149.9195266,151.8313523,49.18190013,7364.618293,92.34578883,682.1492605,6971.274921,44.12578136,47.73625784,20.26591887,4.678469358,52.03503689,0.250860015,0.043063911,0.790616779,0
12562052.92,4843.317586,87.39280336,126.7479595,151.4686423,152.0821506,24.26739381,6439.227217,79.95643399,1643.176799,8322.617965,52.7250659,21.22697867,5.69059674,0.6603664,63.18702155,0.195450233,0.039263133,0.695138229,0
12545880.75,4860.745598,89.29525683,120.778933,149.7776865,151.0271428,27.33759532,6571.368258,81.52532474,1530.890181,8701.122499,55.07338176,50.03850054,23.61215343,2.869168668,45.39043389,0.205347326,0.040054079,0.614208296,0
12608447.07,4868.758853,76.23662469,102.879579,150.4740242,149.9725145,52.30434548,6556.105788,80.37428277,1551.364163,8752.553532,55.64295642,44.21969972,25.96156938,10.85922549,46.56751721,0.17470022,0.037651856,0.636290323,0
12452950.55,4897.508589,75.42751001,108.3692025,149.6408521,150.6246219,14.61865513,6725.08596,82.18118685,1378.778049,8429.861502,53.61885237,23.55491772,19.85096389,11.27117096,40.83848411,0.167377536,0.037800182,0.63096939,0
12538770.93,4941.518112,130.2575268,162.7771826,151.0435165,152.9821671,44.28154328,7447.076333,91.83680539,613.1813327,7887.050408,49.6515855,46.12145298,9.111590415,6.597507909,83.89606597,0.232474175,0.043887316,1.110090228,0
12392824.39,4614.173931,161.1647711,203.1694023,151.8111185,150.8678225,60.80038676,7469.824455,93.47809705,541.6009562,8508.172677,53.39952761,63.74661454,10.785966,3.27115057,73.37751525,0.330992182,0.070488813,0.849883737,0
12518029.73,4929.233403,90.05963546,129.3939364,151.1824907,152.6920999,68.36570665,7162.455196,89.54269375,866.0797912,8410.216359,52.82309903,59.55998453,7.544267303,0.952820396,79.02583428,0.410030995,0.059118932,1.451058652,0
12405841.04,4931.082752,135.7439607,187.3417818,151.2855186,152.5877468,75.4063445,7113.78049,88.57801648,990.8641687,9005.322342,56.23412584,68.1289736,1.946231894,0.393283945,78.57319374,0.43217825,0.060515378,1.182101476,0
12534073.87,4905.442443,108.8319511,142.678989,150.838339,151.0875234,74.02217209,6995.858661,86.30953925,1076.314091,8983.371159,57.13684235,42.4080888,8.80136886,5.983821963,58.54681321,0.219407595,0.04375861,0.856888723,0
