Iterations,Function Calls,Execution Time (s),Total Execution Time (s),Execution Memory (KB),Total Execution Memory (KB),CPU Usage (%),Memory Usage (MB),Memory Usage (%),Available Virtual Memory (MB),Swap Usage (MB),Swap Usage (%),Energy Usage (%),Download Speed (Mbps),Upload Speed (Mbps),Ping (ms),Disk Write Time (s),Disk Read Time (s),Server RT,label
4176818.446,2819.132899,23.29482931,58.49556368,151.1083029,150.5127646,11.76972072,6689.500612,82.0944624,1447.65154,8502.836819,52.84519334,14.02209877,8.465817994,3.919127306,83.03138614,0.165294999,0.037669985,0.991770326,0
5949769.396,3298.768245,39.9997115,72.28092576,151.2674862,150.422567,30.27291625,6634.552171,82.98656196,1385.548587,8860.234229,54.92758906,27.79852053,4.583920078,1.561817177,55.29534913,0.171316347,0.036761983,0.938626275,0
2407365.981,2103.204796,14.37384006,57.05554556,150.0701223,150.281428,57.27832812,6951.426439,86.19438355,1108.068233,8509.407148,52.85104786,60.29316694,7.441334136,0.646831476,81.02305392,0.170150694,0.034559356,0.848885163,0
1666098.579,1817.746809,9.909331022,40.96082984,149.7759346,150.9661498,29.17864718,6758.707234,84.33539549,1273.724711,8587.99223,54.3438875,29.20866887,10.42209977,2.642433351,55.49555226,0.174621195,0.038567046,0.739583797,0
2117141.816,1983.441627,15.29879609,50.63956003,150.0070993,151.0621974,53.64908081,7675.121956,95.17990267,454.0884662,8228.00378,51.53250107,52.1933991,7.442834906,2.837903529,54.21932754,0.208616988,0.043085147,0.556917597,0
3722021.173,2624.660138,23.49494176,51.199723,150.3098493,150.2552011,29.53153517,6612.543575,81.96482823,1471.199143,9034.00549,57.10133944,28.37278184,31.84746568,2.771044919,52.01199867,0.195897045,0.038620638,0.965212606,0
2070861.502,1957.541946,12.98394702,40.95518249,151.4165877,151.2734049,28.58007603,6832.742626,85.36626666,1244.906438,8749.515534,55.51378427,32.49042888,11.44837625,2.153085269,41.95455324,0.200558461,0.038023278,0.789380895,0
7791165.525,3885.18313,50.60133663,79.01848978,886.1289712,1134.029796,14.18945908,6944.306558,85.48182453,1155.981242,9179.098229,58.14111041,15.27225382,19.31186518,3.986458411,43.75309512,0.179987779,0.038527956,0.42634321,0
276935.1108,702.8140506,1.178655125,32.55080742,150.0917796,150.6441414,23.76788462,6166.837884,76.79076779,1853.137407,8018.072373,50.91051032,0.91254,8.60712008,1.224121414,65.04641457,0.159567161,0.042632439,0.621876309,0
12155193.07,4824.020897,68.87003845,96.28707065,150.9256473,152.2703595,0.25643,6007.638038,74.89962207,2034.189699,8294.903997,52.00975413,2.011459084,19.51219246,2.717236376,39.17996073,0.174929059,0.034681473,0.731344242,0
10379631.26,4453.869324,58.63205189,86.94797049,152.6780811,151.5173333,2.307528284,6156.944093,75.15961256,1974.500362,8438.067838,52.91323703,5.110938013,13.6476468,2.90561931,45.06178684,0.175733648,0.035826304,1.023251254,0
263366.8761,693.7211174,1.520246532,46.47870889,150.4747849,150.0269817,31.33881265,6224.638844,76.78178425,1866.813932,8346.815499,52.78124662,19.19895826,16.64295876,0.52919013,44.62637562,0.180561854,0.039540645,1.802117102,0
207181.6019,595.4426226,0.908076178,29.53755778,150.1331017,150.2268761,19.63005643,6514.836079,81.42640997,1537.835972,8278.598687,51.60958748,8.171904599,9.312950027,3.093115786,40.73305226,0.155449862,0.034730749,0.841972987,0
439035.8717,898.7884846,1.83524382,31.8224474,149.0456879,151.7372649,3.906524306,6712.091731,81.89343568,1407.758691,8269.292389,52.56382812,4.987908583,12.82544474,1.083328289,45.27409362,0.15879335,0.034793643,0.78192383,0
2894237.069,2340.350589,15.44008681,44.23584696,149.7613097,150.406135,5.554661086,6180.956856,75.86224075,1900.038148,8665.387755,55.1498104,5.51011586,5.271448475,1.844186807,38.18196204,0.162292428,0.03653373,0.602669533,0
6681529.648,3560.279366,39.80511558,67.10642368,151.1384364,152.63245,2.015844067,6262.062424,77.64337725,1855.918978,8837.866131,55.28864001,1.588974134,8.977456792,1.486686638,52.18974334,0.176436547,0.037082005,0.638049938,0
246850.5375,690.166193,1.331257798,31.19481616,148.910308,149.8634423,11.20616536,6215.973827,78.24209569,1835.663466,8908.181391,56.35109583,8.434955606,6.648860636,3.516026294,63.62923944,0.16963627,0.034732789,0.639965795,0
1784919.264,1811.154647,9.103179537,38.25613667,150.3634708,152.7244503,1.980967983,6230.950864,76.43611394,1865.37917,8978.094782,56.38608381,2.67584946,20.52038499,1.997304752,59.75254287,0.165114172,0.036572994,0.663124492,0
2030373.699,1912.778465,17.03057471,46.54666442,149.6169304,151.9184707,45.58272818,7035.745199,86.45705213,1110.069279,8776.037895,55.51017283,46.70502785,20.97665286,5.923862392,51.19018269,0.181474849,0.043090963,0.6170952,0
898211.9327,1332.953486,4.722018232,34.21578993,149.4690276,153.5254729,2.295142084,6444.226552,79.42673391,1646.057946,9051.069371,57.64758045,13.39414792,8.993326503,5.645547239,42.49615611,0.191580221,0.044259372,1.095115182,0
5651372.403,3165.035871,34.28086888,61.05872003,150.0222974,150.274075,9.027918386,6376.721158,79.26714731,1646.875106,9256.422333,59.02289268,5.370333857,18.37443236,3.1096946,38.97687147,0.157839414,0.03609995,0.623562963,0
4463417.425,2981.304437,25.24840293,59.80783429,150.7069268,151.4198677,12.46327614,6567.730169,81.17099088,1480.61555,9193.016402,57.09836559,14.41187231,4.772214903,2.746490436,46.33821648,0.157148412,0.035217096,1.877423312,0
6340963.354,3458.405865,41.11237166,76.05076744,152.2993196,151.7478297,37.74033899,6793.640839,83.58541811,1304.607209,9470.588702,59.86592053,21.54635458,7.393652935,5.237821537,63.56324068,0.242171628,0.037183752,0.744606827,0
129121.5106,497.3437068,0.519716456,36.13097235,151.2443655,152.3226844,35.52066417,6605.205273,81.53874544,1539.049143,9734.809213,61.09016475,57.85727251,6.174679984,1.854705894,67.04765976,0.24831192,0.040011816,0.679445801,0
1877205.924,1808.454079,9.943697141,51.52075878,150.21814,151.7214407,10.17861934,6403.812769,79.49571412,1701.821025,9981.658545,63.14020286,6.358049277,11.71176513,1.899987549,59.58498241,0.171658091,0.036156617,0.913541631,0
3220217.725,2469.000832,30.14103197,57.57288489,151.6370879,150.9415903,42.85967815,6764.473414,84.0712727,1262.114023,9959.01382,62.20017066,31.94354943,19.45267291,6.193552872,40.58551202,0.178283767,0.040045481,0.75230548,0
1148931.471,1453.475325,5.889171357,36.50340371,150.3603214,152.4543646,19.15141378,6770.04696,83.92014089,1343.538672,9941.677225,62.82422311,36.14364345,15.63447479,5.552464853,52.01252855,0.172230435,0.037781612,0.717520685,0
5625051.775,3327.078231,33.00389568,70.29123343,152.1638861,152.4842001,10.29858023,6226.355136,76.79013188,1840.868575,10425.15136,65.55475921,10.39510673,9.640488685,3.000816266,185.2141001,0.164428468,0.036756183,0.706404633,0
8179520.046,3801.46256,47.11479261,79.50745936,150.9047117,152.8757162,38.56692653,6973.247633,85.1135977,1160.755602,10014.16446,62.94109199,17.34539208,9.139458547,2.394446102,137.0602101,0.167295143,0.041844951,0.40915855,0
262833.6225,691.5433755,1.593176287,29.82704505,149.7972147,150.9163564,56.72957195,6824.711134,83.06126392,1306.819047,10338.67896,64.37376414,46.63714112,30.44917068,5.542514677,41.10415637,0.16403778,0.034556716,0.729481446,0
3131245.407,2225.839836,17.28446522,48.93032369,151.0618851,152.3362228,39.11451803,6752.836974,84.76667128,1285.279344,10395.85986,66.12792541,37.71709031,9.876233694,3.113928345,42.84372657,0.174796242,0.03612878,0.948489713,0
7410220.223,3785.244349,79.45979852,116.091294,152.1455195,152.0414661,46.29559907,6831.607997,84.73862565,1205.28103,10491.26019,66.68344809,42.97057245,15.76963527,1.438712667,65.81493982,0.234853044,0.035306354,4.053968042,0
340712.4028,790.5882204,1.779988259,35.47909045,151.164766,150.7434832,55.03044363,6880.335497,84.72391512,1249.829738,10361.52898,65.33785369,54.44558056,9.000618781,4.63714095,41.42680225,0.246231861,0.036795812,0.689465376,0
7603786.956,3797.443894,56.69090797,104.1935752,152.7502902,151.5860957,17.22712071,6100.368224,75.59288982,1955.346173,11088.76219,70.14592683,21.4150404,9.265670497,2.342612851,51.90143266,0.194024244,0.035786958,0.69013062,0
5789874.19,3313.019358,40.54178393,70.67164923,151.042741,150.9209954,29.29700813,6720.487409,82.97047166,1397.132916,10926.68945,69.94575811,36.02558109,2.55641324,4.218545649,70.34369535,0.290975763,0.048351836,0.926085679,0
11196457.44,4614.885445,73.13568596,105.9473121,150.5057075,152.3824907,9.807238542,6441.150881,80.61015881,1607.714336,11398.87499,71.65685517,13.71072937,5.174018985,2.201231348,62.21354283,0.188685856,0.034045663,1.101995774,0
1207299.331,1502.134753,6.712720359,42.51970383,152.0509072,152.4158881,14.07460317,6857.832975,84.84481758,1186.498273,10928.72985,68.07157061,11.26966352,5.776899441,0.482035943,59.65290216,0.222379907,0.043721777,0.787167246,0
125711.7384,465.590979,0.377667616,30.52380974,150.7320361,152.8297624,13.60565581,6653.282359,81.64105902,1479.008011,11323.62461,70.50159552,10.56861494,28.68186184,2.446046815,52.72643765,0.167649918,0.036552744,0.770499689,0
497455.0852,980.9971113,2.470666581,37.10160287,150.4503995,152.1575415,40.03798082,6887.977529,83.99920806,1252.626958,10984.78958,69.66056446,42.65617782,13.96744758,2.870685716,65.85793764,0.173493871,0.036642417,1.161630034,0
609663.088,1052.971716,2.712991065,33.63975836,149.1858874,150.8557292,13.70000626,6699.788138,83.26139376,1368.061459,11291.41786,70.84789367,16.4024198,17.82288807,1.96618465,57.62724225,0.172719046,0.036654249,0.869938449,0
7233597.718,3754.843317,41.45550288,79.6097575,150.4955637,151.7523893,11.68298101,7026.618359,87.84113884,1001.536877,10939.30146,68.61053803,13.72009961,4.774857559,0.548802519,44.66454302,0.185062518,0.036896463,0.753906955,0
2466153.972,2166.507591,13.36360493,58.09380658,152.062274,151.3984779,28.50618455,6636.093585,82.13459566,1428.255577,11511.04915,72.02525925,26.34421265,7.440519717,0.487551698,55.53506341,0.212907609,0.037764154,1.997589735,0
11189645.31,4596.682462,67.08627649,94.70475888,152.7742028,151.6406536,13.27254814,7372.548727,91.14652808,664.3731009,11735.60584,72.98784285,13.72732108,9.161415987,2.975310261,48.79899516,0.168299903,0.038538517,0.902765098,0
680250.0091,1089.257201,3.677447378,31.99389738,151.3049791,150.5197755,28.51865864,7281.405855,90.75656132,807.9965005,11668.81252,73.64948731,33.34380555,9.473279671,2.650562114,49.05053351,0.185464511,0.042122653,0.690911288,0
5065527.815,3138.741916,32.50471949,61.450788,150.2539407,152.8961217,45.9512584,7006.300073,85.71282667,1112.202736,11965.10059,75.30200997,46.89854552,6.170990966,1.479649424,48.31361948,0.343388887,0.042007443,0.721967032,0
2788936.517,2270.804046,16.19290272,46.23055076,151.5192388,150.6014475,14.20343275,6927.363048,85.62368603,1213.277123,12112.81008,76.02619806,14.78003139,7.180127711,0.559805675,53.47209063,0.184635833,0.0360947,0.704985904,0
1343957.73,1579.936969,7.478046933,36.76075186,150.3060265,150.2697621,32.1686571,6805.124942,84.54328943,1229.964189,12253.55503,76.74476324,29.08118305,16.3276118,7.099294374,47.82783406,0.244961451,0.042218618,0.681933633,0
143262.0295,525.1465864,0.484036455,36.42724699,149.5694947,151.073854,30.16022444,7092.527216,88.35681778,938.1720284,12001.00623,76.58387437,32.24691309,3.770791803,3.136340995,91.82365426,0.165256352,0.041854041,0.657892716,0
12019752.25,4806.182293,76.53712138,105.9917525,151.7010629,150.8880685,29.66671608,7072.329257,87.73162078,1052.651599,12400.42802,77.10591779,29.52736901,13.16165345,2.417410523,65.46509947,0.189575247,0.037901776,0.710913694,0
10334435.66,4500.300758,62.98011033,94.23181995,152.5731666,151.8327077,20.97099249,7093.962379,87.93772311,1012.446291,12267.79079,76.98878441,18.00808078,25.78070696,2.966258239,40.67347668,0.185607318,0.036222492,0.66612089,0
5836921.44,3282.055875,36.28738397,68.10372212,152.0646525,153.1583748,16.82703477,6898.14697,86.09103275,1146.093056,12493.08018,78.85007429,18.12083136,15.13324189,2.889564959,50.32142566,0.184877676,0.041087665,1.81621848,0
5892906.093,3251.801766,35.90434577,65.47625006,152.6598925,152.8932971,28.62734772,6711.23643,83.21036161,1358.251631,12823.74754,81.23156705,28.57367862,8.45267484,1.494062729,61.63161494,0.188560343,0.036039201,0.803582228,0
320578.4669,766.9062157,1.496246769,32.6876759,149.6238132,149.7149663,30.57816472,7536.336322,93.60788984,478.4240569,12183.31535,75.40829341,32.5733156,12.69009985,2.503747615,49.73331707,0.207997532,0.039977672,1.454761405,0
586592.7504,1036.917757,2.896081775,33.19915321,150.3672861,151.145663,28.35160085,6825.139256,85.04052609,1224.669157,13017.30556,81.00258896,31.94680405,14.89361687,4.473862325,41.18992206,0.193188839,0.035915565,0.5986571,0
5097744.54,3064.928241,29.18644099,64.81958157,151.3320898,150.9746803,34.00736815,7237.867983,88.66811014,860.6137661,12630.93001,78.96765026,31.33431796,6.582281786,0.859805882,46.17963921,0.181945499,0.038962353,1.107853545,0
11692251.96,4746.00871,74.68607917,107.0449805,153.3570096,152.6332713,30.98504946,6792.104503,84.2554886,1233.526031,12935.29918,81.6142858,35.26872944,13.95853486,1.406964487,39.48171066,0.202114643,0.035973649,0.691887675,0
777328.6084,1217.631623,4.751873477,37.81819425,151.3793973,150.7758102,47.16931522,7305.970058,90.65799692,823.2224051,12682.44271,81.07512119,43.82884735,12.73352265,2.415167316,44.28874354,0.182877377,0.035817733,3.007189954,0
7229576.277,3649.30292,45.8566637,77.44426567,151.0899421,151.4473759,30.27382316,6814.309325,83.57596521,1286.526594,13444.5051,84.02259038,29.72443314,17.13681359,2.824979363,56.17508247,0.195109281,0.03915046,0.73237406,0
2461072.96,2184.37693,15.65235983,45.90290888,151.1213352,151.8054565,30.35761788,7013.413712,87.54771882,1045.975431,11519.54365,72.74203316,27.52774064,28.77799546,2.018465193,52.5549733,0.197826194,0.037079482,0.753109157,0
8620679.01,3917.214337,53.17780271,85.92068123,150.0352707,151.8809274,50.68592195,7271.525544,90.04697239,797.350212,11472.1842,72.40450946,43.42824606,23.48360753,1.302564213,47.70104059,0.195297016,0.035776277,1.770410461,0
1067736.871,1415.094628,5.984109628,73.6062063,150.4771095,150.6160583,29.38610773,7039.931272,86.794053,1007.856367,8291.255535,52.67074402,26.78012985,0.201628106,1.05366219,192.2524776,0.205252617,0.039818437,9.334129949,0
9557416.727,4056.384166,74.11020956,105.6893271,151.687054,152.153349,21.60103056,7416.326184,92.1407291,691.088824,8192.378144,51.33304053,20.88131474,33.1825406,2.376119082,65.00944913,0.182701524,0.039968638,0.475175022,0
227286.9448,638.8412845,1.305106882,62.0609565,150.0372056,150.8343101,48.30912133,4604.906823,57.22569778,3460.619277,7329.855361,46.72099965,59.63951901,14.14030837,2.308654089,44.44133533,0.218061489,0.039056225,0.529772118,0
8204195.688,3975.105182,59.59404019,97.12500123,150.1989358,151.7367529,7.396689412,4667.627894,57.92315694,3414.088498,7347.089578,46.3530424,6.459891719,6.623752758,2.206078991,41.82539642,0.241533314,0.040120161,1.148293536,0
2890574.35,2364.085768,20.57361244,48.79251236,149.5667962,152.8513949,5.041181113,4586.061795,56.65600453,3459.190411,7541.800853,46.84114825,5.367496204,6.523215261,2.167684962,40.78921277,0.264004661,0.051757227,0.491411981,0
6061003.039,3469.278497,45.6547313,76.41925775,148.9843726,151.1222571,6.597915021,4953.705131,61.20202704,3093.883596,7329.982464,46.1759972,8.876273375,1.745533802,2.51733302,49.97056262,0.240228994,0.049996571,0.850080916,0
2674503.746,2246.974318,14.63209908,43.10981445,151.4936872,150.2451757,6.569131498,5607.478034,70.04974979,2452.998438,6760.071119,43.23371303,4.284167523,36.36138857,3.26648204,43.3613603,0.163445091,0.034868166,0.9723895,0
3921019.813,2783.114403,21.34904278,53.18059867,150.5258521,150.201451,11.63340948,5969.595512,74.71406144,2061.922565,6511.420178,40.97216107,5.111079413,4.973100848,3.904233006,40.21751959,0.159925981,0.035208512,0.646950373,0
3005392.519,2400.841076,16.7839491,45.57532536,149.8788141,151.8914747,10.99615105,5935.889292,72.87080653,2199.178715,6712.718453,42.24748572,2.693642982,1.760145894,2.546334191,39.77056722,0.168084451,0.037759116,0.77117226,0
6917367.179,3671.514804,38.76719188,66.79440136,149.6736882,152.9945066,1.594080366,5595.692732,69.04100188,2448.360023,6998.768307,44.32789726,0.397136369,22.91259695,2.100855798,63.70102255,0.195430461,0.036566087,0.73331189,0
12337670.24,4901.379479,71.75559081,111.7868038,150.4646461,151.9555206,1.208747725,5700.579576,71.0405315,2332.954247,6889.407048,42.97746507,1.893963938,15.67452242,0.602638489,62.34416145,0.160126532,0.035743956,1.920401398,0
11030570.25,4603.730532,64.02963716,98.66707124,152.3987493,152.0931489,5.131604382,6541.706559,80.8219368,1595.597833,5920.392464,37.48471769,1.602528092,10.4862961,6.079444573,39.00158788,0.160012257,0.034828942,2.780022457,0
680881.0159,1145.640099,3.517031384,32.40415292,150.4204594,153.8800726,9.84713642,6216.020707,76.55977183,1858.942326,6269.861288,39.03642854,17.32527028,6.814428323,3.674046136,40.39422295,0.172051173,0.039693795,0.673721773,0
12523014.79,4814.305059,70.12762003,98.27689277,150.4591444,152.8196321,13.16227246,5767.531167,70.71881087,2312.029089,6731.842579,43.09733132,3.07105523,15.45296936,2.950307014,44.06338038,0.202309451,0.039275216,0.767967251,0
2708568.059,2221.29682,15.0988787,43.834313,150.6772555,152.9940504,11.31659541,6398.715106,80.5457387,1632.355168,6298.283711,39.24916848,17.72544277,12.10659764,2.752676492,47.35212891,0.265061604,0.044452483,0.727465877,0
